"Event","District","Nature","How_Received","Date","Time","Force_Level","Suspect_Condition","Suspect_Armed","Suspect_Injured","Suspect_Role","Officer_Injured","Officer_Exposed_to_BBP","Suspect_Gender","Suspect_Age","Suspect_Race"
"B16-32381","3.0","Warrant Service","Telephone","2016-08-18T00:00:00","15:30:00","1","Normal","NO","NO","Arrestee","NO","NO","Female","38.0","White"
"B16-32473","4.0","Suspicious Activity","Telephone","2016-08-19T00:00:00","22:00:00","1","Mentally Disturbed","YES","NO","Suspect","NO","NO","Male","19.0","White"
"B16-32750","2.0","Weapons","911.0","2016-08-20T00:00:00","02:50:00","1","Intoxicated","YES","NO","Arrestee","NO","NO","Male","19.0","White"
"B16-32750","2.0","Weapons","911.0","2016-08-20T00:00:00","02:50:00","1","Intoxicated","YES","NO","Arrestee","NO","NO","Female","20.0","White"
"B16-32750","2.0","Weapons","911.0","2016-08-20T00:00:00","02:50:00","1","Intoxicated","YES","NO","Involved","NO","NO","Male","22.0","White"
"B16-32750","2.0","Weapons","911.0","2016-08-20T00:00:00","02:50:00","1","Intoxicated","YES","NO","Involved","NO","NO","Male","20.0","White"
"B16-32952","IU","Fight","Officer Report","2016-08-21T00:00:00","01:30:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","22.0","White"
"B16-33060","1.0","Fight","Officer Report","2016-08-21T00:00:00","16:45:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","23.0","Black"
"B16-33130","2.0","Vehicle Theft","911.0","2016-08-22T00:00:00","04:33:00","1","Unknown","YES","NO","Arrestee","NO","NO","Male","32.0","White"
"B16-33251","5.0","Disturbance","911.0","2016-08-22T00:00:00","23:00:00","1","Intoxicated","NO","NO","Arrestee","YES","NO","Male","23.0","Black"
"B16-33267","5.0","Domestic","Telephone","2016-08-23T00:00:00","03:12:00","1","Normal","NO","YES","Arrestee","NO","NO","Male","23.0","Black"
"B16-33496","3.0","Weapons","911.0","2016-08-24T00:00:00","14:56:00","1","Mentally Disturbed","YES","NO","Involved","NO","NO","Male","31.0","White"
"B16-33550","2.0","Weapons","911.0","2016-08-24T00:00:00","20:20:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","46.0","Black"
"B16-33709","4.0","Suspicious Activity","Telephone","2016-08-25T00:00:00","20:20:00","1","Unknown","NO","NO","Arrestee","YES","NO","Female","26.0","White"
"B16-34092","1.0","Drunk","Telephone","2016-08-27T00:00:00","23:45:00","1","Intoxicated","NO","YES","Arrestee","NO","NO","Female","23.0","White"
"B16-34435","4.0","Alarm","Telephone","2016-08-30T00:00:00","03:44:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","44.0","White"
"B16-34659","3.0","Welfare Check","Telephone","2016-08-31T00:00:00","14:27:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","36.0","White"
"B16-34714","1.0","Theft","Telephone","2016-08-31T00:00:00","20:56:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","38.0","White"
"B16-34809","1.0","Alarm","Telephone","2016-09-01T00:00:00","15:17:00","1","Unknown","NO","NO","Arrestee","NO","NO","Male","33.0","White"
"B16-33297","3.0","Restrain Order Violence","Telephone","2016-09-02T00:00:00","11:00:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","34.0","White"
"B16-34989","5.0","Service","Telephone","2016-09-02T00:00:00","16:39:00","1","Intoxicated","NO","NO","CAD","NO","NO","Male","23.0","White"
"B16-35025","5.0","Warrant Service","Telephone","2016-09-02T00:00:00","21:00:00","1","Normal","NO","NO","Mentioned","NO","NO","Male","20.0","Black"
"B16-35025","5.0","Warrant Service","Telephone","2016-09-02T00:00:00","21:00:00","1","Normal","YES","NO","Mentioned","NO","NO","Male","18.0","Black"
"B16-35025","5.0","Warrant Service","Telephone","2016-09-02T00:00:00","21:00:00",NA,"Normal","NO","NO","Arrestee","NO","NO","Male","19.0","Black"
"B16-35058","2.0","Trespass","Telephone","2016-09-03T00:00:00","00:03:00","1","Intoxicated","NO","YES","Arrestee","NO","NO","Male","19.0","White"
"B16-35387","2.0","Sex Assault","Telephone","2016-09-05T00:00:00","05:40:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","28.0","White"
"B16-35588","1.0","Warrant Service","Telephone","2016-09-06T00:00:00","13:50:00","2","Unknown","NO","YES","Arrestee","NO","YES","Male","36.0","White"
"B16-35629","5.0","Harassment","911.0","2016-09-06T00:00:00","23:53:00","2","Intoxicated","NO","YES","Arrestee","NO","NO","Male","50.0","Black"
"B16-35693","4.0","Disturbance","Telephone","2016-09-07T00:00:00","12:45:00","1","Normal","NO","NO","Unknown","NO","NO","Male","Unknown","Black"
"B16-35851","4.0","Assault","Telephone","2016-09-08T00:00:00","15:08:00","1","Normal","NO","YES","Arrestee","NO","NO","Male","42.0","White"
"B16-36042","3.0","Accident LSA","Telephone","2016-09-09T00:00:00","16:00:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","31.0","Hispanic"
"B16-36100","1.0","Suspicious Activity","Officer Report","2016-09-09T00:00:00","21:03:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","51.0","White"
"B16-36238","1.0","Service","911.0","2016-09-10T00:00:00","16:11:00","1","Intoxicated","NO","YES","Arrestee","NO","NO","Male","36.0","Black"
"B16-36268","1.0","Disturbance","911.0","2016-09-10T00:00:00","19:39:00","1","Intoxicated","NO","YES","Arrestee","NO","NO","Female","21.0","White"
"B16-36449","4.0","Domestic","Telephone","2016-09-12T00:00:00","23:34:00","2","Intoxicated","NO","YES","Unknown","NO","NO","Male","21.0","White"
"B16-36605","4.0","Disturbance","911.0","2016-09-13T00:00:00","03:25:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","34.0","White"
"B16-29223","5.0","Robbery","911.0","2016-09-15T00:00:00","16:30:00","1","Normal","YES","NO","Suspect","NO","NO","Male","32.0","White"
"B16-37121","5.0","Juvenile","Telephone","2016-09-16T00:00:00","17:43:00","1","Normal","NO","NO","Juv Referral","NO","NO","Female","14.0","White"
"B16-37220","3.0","Sex Assault","911.0","2016-09-17T00:00:00","05:30:00","1","Intoxicated","NO","NO","Suspect","NO","NO","Male","21.0","White"
"B16-37621","1.0","Fight","Telephone","2016-09-19T00:00:00","20:45:00","1","Intoxicated","NO","YES","Suspect","NO","YES","Male","55.0","White"
"B16-37639","1.0","Suspicious Activity","Telephone","2016-09-19T00:00:00","23:04:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","27.0","White"
"B16-37815","3.0","Burglary","Telephone","2016-09-21T00:00:00","00:45:00","1","Intoxicated","YES","NO","Unknown","NO","NO","Male","36.0","White"
"B16-37820","2.0","Domestic","Telephone","2016-09-21T00:00:00","03:04:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","21.0","White"
"B16-38659","3.0","Robbery","Telephone","2016-09-26T00:00:00","20:05:00","1","Normal","NO","NO","Mentioned","NO","NO","Female","14.0","Black"
"B16-38659","3.0","Robbery","Telephone","2016-09-26T00:00:00","20:05:00","1","Normal","NO","NO","Mentioned","NO","NO","Female","24.0","Black"
"B16-38659","3.0","Robbery","Telephone","2016-09-26T00:00:00","20:05:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","26.0","Black"
"B16-38896","5.0","Welfare Check","Telephone","2016-09-28T00:00:00","17:20:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","31.0","White"
"B16-38855","1.0","Warrant Service","Officer Report","2016-09-28T00:00:00","11:24:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","23.0","Black"
"B16-39014","3.0","Warrant Service","911.0","2016-09-29T00:00:00","14:00:00","1","Normal","NO","YES","Arrestee","NO","NO","Female","31.0","White"
"B16-39238","1","Suspicious Activity","911.0","2016-10-01 00:00:00","01:57:00","1","Intoxicated","NO","NO","Contact","NO","NO","Male","19","White"
"B16-39200","1","Drunk","911.0","2016-10-01 00:00:00","22:12:00","1","Intoxicated","NO","NO","Suspect","NO","NO","Female","25","White"
"B16-39405","2","Fight","Officer Report","2016-10-03 00:00:00","03:10:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","19","White"
"B16-39779","1","Indecent Exp","Officer Report","2016-10-04 00:00:00","18:15:00","1","Intoxicated","NO","NO","Suspect","NO","NO","Male","27","White"
"B16-39846","2","Disturbance","911.0","2016-10-05 00:00:00","04:04:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","26","Black"
"B16-39846","2","Disturbance","911.0","2016-10-05 00:00:00","04:04:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","23","White"
"B16-39846","2","Disturbance","911.0","2016-10-05 00:00:00","04:04:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","22","Black"
"B16-39846","2","Disturbance","911.0","2016-10-05 00:00:00","04:04:00","1","Normal","YES","NO","Involved","NO","NO","Male","23","White"
"B16-40175","2","Suspicious Activity","911.0","2016-10-07 00:00:00","02:26:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","23","White"
"B16-40360","4","Weapons Call","911.0","2016-10-08 00:00:00","03:47:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","24","Black"
"B16-40172","4","Intoxicated","Officer Report","2016-10-09 00:00:00","01:15:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","20","White"
"B16-40579","1","Suspicious Activity","Officer Report","2016-10-09 00:00:00","21:05:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","21","Hispanic, Black"
"B16-40600","4","Disturbance","911.0","2016-10-10 00:00:00","01:35:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","49","White"
"B16-40857","2","Wanted Subject","Officer Report","2016-10-11 00:00:00","23:05:00","1","Normal","NO","NO","Arrestee","NO","NO","Female","31","White"
"B16-41125","1","Drunk","Telephone","2016-10-13 00:00:00","21:00:00","1","Intoxicated","NO","NO","Arrestee/Suspect","NO","NO","Male","36","Black"
"B16-41259","4","Domestic","Telephone","2016-10-14 00:00:00","20:41:00","1","Normal","NO","YES","Victim","NO","NO","Female","38","Black"
"B16-41468","2","Assault","911.0","2016-10-15 00:00:00","23:00:00","1","Normal","NO","NO","Arrestee","YES","NO","Male","24","Black"
"B16-41611","1","Drunk","Telephone","2016-10-16 00:00:00","20:00:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","22","Black"
"B16-41690","4","Domestic","911.0","2016-10-17 00:00:00","14:40:00","1","Mentally Disturbed","NO","YES","Arrestee","NO","NO","Male","18","Black"
"B16-41608","2","Alarm","Telephone","2016-10-17 00:00:00","16:40:00","1","Normal","YES","NO","Mentioned","NO","NO","Male","24","White"
"B16-42005","1","Weapons","911.0","2016-10-19 00:00:00","14:50:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","33","White"
"B16-42293","4","Welfare Check","911.0","2016-10-21 00:00:00","14:13:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Female","26","White"
"B16-42412","5","Juvenile","911.0","2016-10-22 00:00:00","10:50:00","1","Normal","NO","NO","Juv Referral","YES","NO","Male","16","Black"
"B16-42773","5","Weapons Call","911.0","2016-10-24 00:00:00","23:20:00","1","Intoxicated","YES","NO","Suspect","NO","NO","Male","30","White"
"B16-43190","4","Juvenile","911.0","2016-10-27 00:00:00","19:10:00",NA,"Mentally Disturbed","NO","NO","Juvenile Referred","NO","NO","Male","11","Black"
"B16-44252","4","Service","911.0","2016-11-02 00:00:00","23:40:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Female","34","White"
"B16-44222","1","Fight","911.0","2016-11-02 00:00:00","18:36:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","39","White"
"B16-44380","3","Warrant Service","Officer Report","2016-11-03 00:00:00","19:37:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","27","Black"
"B16-44800","2","Traffic Stop","Officer Report","2016-11-06 00:00:00","23:37:00","1","Normal","NO","YES","Arrestee","NO","NO","Male","20","White"
"B16-45090","1","Mental Health","Telephone","2016-11-09 00:00:00","00:59:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","40","White"
"B16-45315","4","Welfare Check","Telephone","2016-11-10 00:00:00","20:10:00","1","Mentally Disturbed","NO","NO","Complainant","NO","NO","Female","25","White"
"B16-45943","2","Theft","911.0","2016-11-15 00:00:00","01:09:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","29","White"
"B16-46329","5","Vandalism","Telephone","2016-11-17 00:00:00","18:02:00","2","Intoxicated","NO","NO","Suspect","NO","NO","Male","32","Black"
"B16-46655","3","Weans","911.0","2016-11-20 00:00:00","04:40:00","1","Intoxicated","NO","NO","Juv Referral","NO","NO","Male","17","Black"
"B16-46655","3","weapons","911.0","2016-11-20 00:00:00","04:40:00","1","Normal","NO","NO","Victim","NO","NO","Male","19","Black"
"B16-46655","3","weapons","911.0","2016-11-20 00:00:00","04:40:00","1","Intoxicated","YES","NO","Arrestee","NO","NO","Male","18","Black"
"B16-46945","4","Probation Search","Officer Report","2016-11-22 00:00:00","19:15:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","30","Black"
"B16-46945","4","Probation Search","Officer Report","2016-11-22 00:00:00","19:15:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","23","Black"
"B16-46963","3","Suspicious Activity","Officer Report","2016-11-22 00:00:00","22:57:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","21","Black"
"B16-47773","1","Welfare Check","911.0","2016-11-30 00:00:00","13:20:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","56","White"
"B16-47872","1","Alarm","Telephone","2016-12-01 00:00:00","02:02:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","19","White"
"B16-48134","1","Domestic","911.0","2016-12-02 00:00:00","19:43:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","23","Black"
"B16-48241","4","Domestic","911.0","2016-12-03 00:00:00","17:26:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","47","White"
"B16-48262","4","Disorderly Conduct","Officer Report","2016-12-03 00:00:00","20:25:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","53","Black"
"B16-48389","1","Disturbance","Telephone","2016-12-04 00:00:00","17:05:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","58","White"
"B16-48487","4","Follow Up","Officer Report","2016-12-05 00:00:00","16:57:00","1","Normal","NO","YES","Arrestee","NO","NO","Male","46","White"
"B16-48541","3","Disturbance","Telephone","2016-12-06 00:00:00","00:59:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","22","Black"
"B16-48744","5","Warrant Service","Telephone","2016-12-07 00:00:00","16:06:00","1","Normal","NO","YES","Juv Referral","NO","NO","Male","17","White"
"B16-48758","2","Domestic","Telephone","2016-12-07 00:00:00","16:57:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","33","White"
"B16-48899","2","Welfare Check","Telephone","2016-12-08 00:00:00","19:23:00","1","Intoxicated","NO","YES","Arrestee","YES","NO","Male","30","White"
"B16-49053","3","Accident","911.0","2016-12-09 00:00:00","19:23:00","2","Intoxicated","YES","YES","Arrestee","NO","NO","Male","48","White"
"B16-49099","5","Suspicious Activity","Telephone","2016-12-10 00:00:00","02:15:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","21","White"
"B16-49192","1","Mental Health","Officer Report","2016-12-10 00:00:00","19:58:00","2","Intoxicated","YES","YES","Arrestee","NO","YES","Male","32","White"
"B16-49431","4","Suspicious Activity","Officer Report","2016-12-12 00:00:00","22:30:00","1","Normal","NO","NO","Arrestee","YES","YES","Male","34","White"
"B16-50253","4","Burglary","911.0","2016-12-20 00:00:00","03:12:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","23","White"
"B16-50253","4","Burglary","911.0","2016-12-20 00:00:00","03:12:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","53","White"
"B16-50294","3","Stabbing","911.0","2016-12-20 00:00:00","13:47:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","48","White"
"B16-50574","5","Vandalism","911.0","2016-12-22 00:00:00","23:47:00","1","Mentally Disturbed","NO","NO","Arrestee","NO","YES","Male","29","White"
"B16-50785","2","Domestic","911.0","2016-12-25 00:00:00","02:13:00","1","Unknown","NO","NO","Arrestee","NO","NO","Male","35","White"
"B16-50826","3","Warrant Service","Telephone","2016-12-25 00:00:00","23:30:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","28","White"
"B16-51003","3","Weapons","911.0","2016-12-28 00:00:00","23:24:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","26","White"
"B16-51034","5","Domestic","911.0","2016-12-28 00:00:00","1902-04-03 00:00:00","2","Normal","NO","YES","Arrestee","YES","NO","Male","23","Black"
"B16-41004","3","Intoxicated Driver","Telephone","1012/16","23:12:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","30","White"
"B16-00007","4.0","Drunk","Officer Report","2016-01-01T00:00:00","01:23:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","22","White"
"B16-00250","5.0","Suspicious Activity","Officer Report","2016-01-03T00:00:00","00:26:00","1","Normal","NO","NO","Juv Reference","NO","NO","Male","15","Black"
"B16-00256","1.0","Assault","911.0","2016-01-03T00:00:00","02:45:00","1","Intoxicated","NO","NO","Arrestee","NO","YES","Female","33","White"
"B16-00256","1.0","Assault","911.0","2016-01-03T00:00:00","02:45:00",NA,"Intoxicated","NO","NO","Arrestee","NO","NO","Male","32","White"
"B16-00743","3.0","Traffic Stop","Officer Report","2016-01-07T00:00:00","21:00:00","1","Normal","NO","NO","Arrestee","NO","NO","Female","24","White"
"B16-00743","3.0","Traffic Stop","Officer Report","2016-01-07T00:00:00","21:00:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","42","White"
"B16-00197","3.0","Burglary","Officer Report","2016-01-08T00:00:00","14:40:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","35","Black"
"B16-01079","1.0","Robbery","Telephone","2016-01-09T00:00:00","12:06:00","1","Unknown","YES","NO","Arrestee","NO","NO","Male","43","White"
"B15-53281","4.0","Burglary","Telephone","2016-01-13T00:00:00","09:21:00","1","Normal","NO","NO","Mentioned","NO","NO","Male","52","White"
"B16-01551","4.0","Vehicle Theft","911.0","2016-01-13T00:00:00","09:21:00","1","Normal","NO","NO","Mentioned","NO","NO","Male","52","White"
"B16-01697","4.0","Suspicious Activity","911.0","2016-01-14T00:00:00","13:45:00","1","Intoxicated","NO","NO","Arrestee","NO","NO","Male","29","White"
"B16-02052","4.0","Domestic","911.0","2016-01-16T00:00:00","15:01:00","1","Normal","NO","NO","Arrestee","NO","NO","Male","22","White"
"B16-02916","4.0","Burglary","911.0","2016-01-23T00:00:00","03:06:00","1","Normal","YES","NO","Arrestee","NO","NO","Male","23","Black"
"B16-02916","4.0","Burglary","911.0","2016-01-23T00:00:00","03:06:00","1","Normal","YES","NO","Mentioned","NO","NO","Male","29","Black"
"B16-03085","2.0","Disturbance","911.0","2016-01-24T00:00:00","07:45:00","1","Mentally Disturbed","YES","YES","Mentioned","NO","YES","Female","27","White"
"B16-03466","3.0","Welfare Check","Telephone","2016-01-27T00:00:00","03:02:00","1","Intoxicated","YES","NO","Arrestee","NO","NO","Male","54","Black"
